gene_id	gene_symbol	length
ENSG00000165506	DNAAF2	2963
ENSG00000258450	RP11-649E7.7	401
ENSG00000100479	POLE2	2955
ENSG00000259155	RP11-831F12.3	525
ENSG00000258462	RP11-831F12.4	173
ENSG00000221114	RNU6ATAC30P	122
ENSG00000197776	KLHDC1	3006
ENSG00000258400	RP11-831F12.2	568
ENSG00000165516	KLHDC2	3647
ENSG00000165525	NEMF	8230
ENSG00000269832	AL627171.2	1266
ENSG00000197502	AL627171.1	60
ENSG00000252474	RNU6-539P	103
ENSG00000266037	RN7SL3	297
ENSG00000265150	RN7SL2	297
ENSG00000165527	ARF6	1583
ENSG00000251929	RNU6-189P	101
ENSG00000258946	RP11-58E21.4	3148
ENSG00000214900	C14orf182	7061
ENSG00000258929	RP11-58E21.3	2963
ENSG00000273065	RP11-58E21.5	520
ENSG00000273307	RP11-58E21.7	534
ENSG00000270788	PDLIM1P1	969
ENSG00000243038	RP11-58E21.1	713
ENSG00000201358	RN7SKP193	306
ENSG00000168260	C14orf183	975
ENSG00000251792	Y_RNA	102
ENSG00000100483	VCPKMT	2055
ENSG00000100485	SOS2	6929
ENSG00000087299	L2HGDH	3911
ENSG00000264712	MIR4504	92
ENSG00000125375	ATP5S	3664
ENSG00000259071	RP11-247L20.4	446
ENSG00000100490	CDKL1	5961
ENSG00000258857	RP11-247L20.3	501
ENSG00000012983	MAP4K5	7620
ENSG00000259113	RP11-406H23.2	502
ENSG00000201573	Y_RNA	102
ENSG00000198513	ATL1	4375
ENSG00000258577	SNRPGP1	222
ENSG00000151748	SAV1	5630
ENSG00000243103	RN7SL452P	288
ENSG00000269906	RP11-248J18.2	668
ENSG00000258491	ZFP64P1	1169
ENSG00000100503	NIN	13683
ENSG00000270062	RP11-248J18.3	496
ENSG00000258843	RP11-286O18.1	392
ENSG00000252945	snoU83B	88
ENSG00000258687	RP11-218E20.2	174
ENSG00000100504	PYGL	4798
ENSG00000131969	ABHD12B	4444
ENSG00000258745	RP11-218E20.5	535
ENSG00000258711	RP11-218E20.3	4714
ENSG00000100505	TRIM9	8945
ENSG00000259055	RP11-1140I5.1	1131
ENSG00000139921	TMX1	2994
ENSG00000201376	SNORA70	135
ENSG00000201820	Y_RNA	91
ENSG00000258955	LINC00519	682
ENSG00000258479	LINC00640	1568
ENSG00000258942	RP11-255G12.2	813
ENSG00000258808	RP11-255G12.3	572
ENSG00000258893	SETP2	926
ENSG00000258537	FRMD6-AS2	917
ENSG00000139926	FRMD6	9416
ENSG00000252400	RNU6-1291P	104
ENSG00000251771	RNU6-1033P	62
ENSG00000251756	RNA5SP385	110
ENSG00000207004	RNU6-301P	107
ENSG00000259111	RP11-280K24.1	448
ENSG00000258423	OR7E105P	993
ENSG00000258550	OR7E106P	1021
ENSG00000258535	RP11-280K24.4	5982
ENSG00000258849	OR7E159P	298
ENSG00000259157	RP11-280K24.6	283
ENSG00000186469	GNG2	6374
ENSG00000258928	RP11-463J10.2	529
ENSG00000259007	RP11-463J10.3	479
ENSG00000267802	AL358333.1	234
ENSG00000258854	RP11-463J10.4	467
ENSG00000087302	C14orf166	2334
ENSG00000087303	NID2	6158
ENSG00000258694	RP11-1033H12.1	349
ENSG00000258981	COX5AP2	394
ENSG00000258440	RP11-1033H12.3	440
ENSG00000168229	PTGDR	3033
ENSG00000261208	RP11-452D12.1	1949
ENSG00000125384	PTGER2	2473
ENSG00000087301	TXNDC16	4739
ENSG00000180998	GPR137C	6193
ENSG00000197930	ERO1L	7548
ENSG00000258757	RP11-841O20.2	581
ENSG00000100519	PSMC6	7482
ENSG00000198252	STYX	4978
ENSG00000100522	GNPNAT1	4009
ENSG00000259049	RP11-589M4.1	1426
ENSG00000264700	RN7SL588P	287
ENSG00000258698	RP11-589M4.3	196
ENSG00000258802	RP11-589M4.2	158
ENSG00000073712	FERMT2	8510
ENSG00000271075	RP11-589M4.4	760
ENSG00000258503	RP11-368P15.1	297
ENSG00000258993	RP11-368P15.2	247
ENSG00000258985	RP11-368P15.3	366
ENSG00000100523	DDHD1	10721
ENSG00000266552	AL356020.1	67
ENSG00000258731	RP11-547D23.1	1076
ENSG00000237356	AL163953.3	1717
ENSG00000225680	AL163953.2	726
ENSG00000226132	RPS3AP46	682
ENSG00000235269	AL162759.1	602
ENSG00000231922	AL138479.3	484
ENSG00000266431	MIR5580	58
ENSG00000125378	BMP4	3082
ENSG00000224004	ATP5C1P1	895
ENSG00000100526	CDKN3	1829
ENSG00000100528	CNIH1	1684
ENSG00000258753	RP11-794A8.1	385
ENSG00000197045	GMFB	7966
ENSG00000100532	CGRRF1	4104
ENSG00000020577	SAMD4A	12170
ENSG00000131979	GCH1	2951
ENSG00000252019	RNU6ATAC9P	116
ENSG00000265432	MIR4308	81
ENSG00000258872	FDPSP3	1013
ENSG00000198554	WDHD1	6385
ENSG00000233924	AL160471.6	875
ENSG00000180008	SOCS4	7043
ENSG00000168175	MAPK1IP1L	6988
ENSG00000131981	LGALS3	2392
ENSG00000126787	DLGAP5	3667
ENSG00000258050	RP11-698F20.3	568
ENSG00000271180	RP11-665C16.8	459
ENSG00000258413	RP11-665C16.6	748
ENSG00000178974	FBXO34	4133
ENSG00000239686	RP11-665C16.1	348
ENSG00000258469	CHMP4BP1	588
ENSG00000258455	RP11-665C16.5	363
ENSG00000126775	ATG14	5052
ENSG00000259318	RP11-454L9.2	294
ENSG00000182521	TBPL2	2407
ENSG00000239199	RPL21P6	504
ENSG00000186615	KTN1-AS1	3595
ENSG00000213641	RPL7AP4	769
ENSG00000271484	RP11-132J14.3	1120
ENSG00000126777	KTN1	17578
ENSG00000200742	Y_RNA	101
ENSG00000258784	RP11-813I20.2	459
ENSG00000177350	RPL13AP3	1541
ENSG00000258791	LINC00520	2451
ENSG00000259868	RP11-1012E15.1	600
ENSG00000213622	AL163952.1	372
ENSG00000212522	Y_RNA	85
ENSG00000221254	AL163952.2	87
ENSG00000139946	PELI2	6278
ENSG00000259483	RP11-930O11.2	517
ENSG00000259719	RP11-930O11.1	846
ENSG00000070269	TMEM260	8077
ENSG00000258803	RP11-624J12.1	2226
ENSG00000258428	RP11-1085N6.2	461
ENSG00000259133	RP11-1085N6.3	734
ENSG00000242995	RP11-1085N6.1	321
ENSG00000258703	RP11-1085N6.4	807
ENSG00000270163	RP11-1085N6.6	684
ENSG00000165588	OTX2	2470
ENSG00000248550	OTX2-AS1	3118
ENSG00000258776	RP11-1085N6.5	2251
ENSG00000243801	RN7SL461P	283
ENSG00000200818	RNU6-1204P	107
ENSG00000243388	RPL3P3	1213
ENSG00000258758	RP11-613G13.1	1620
ENSG00000259136	RP11-108M12.2	315
ENSG00000258592	RP11-108M12.3	1577
ENSG00000070367	EXOC5	9269
ENSG00000212928	AL391152.1	1404
ENSG00000053770	AP5M1	4371
ENSG00000259008	RP11-932A10.1	3965
ENSG00000139977	NAA30	7653
ENSG00000100557	C14orf105	4107
ENSG00000151812	SLC35F4	4240
ENSG00000259039	RP11-409I10.2	708
ENSG00000258856	CTD-2325K12.1	1322
ENSG00000252837	RN7SKP99	307
ENSG00000259969	RP11-999E24.3	981
ENSG00000139971	C14orf37	7565
ENSG00000258836	RP11-349A22.2	590
ENSG00000243023	UBA52P3	382
ENSG00000243700	RN7SL598P	291
ENSG00000258519	RP11-349A22.3	305
ENSG00000131966	ACTR10	3435
ENSG00000100567	PSMA3	3119
ENSG00000258682	CTD-2002H8.2	576
ENSG00000257621	RP11-349A22.5	7409
ENSG00000180189	HMGB1P14	626
ENSG00000268466	AL132989.1	1115
ENSG00000252782	RNU6-341P	96
ENSG00000032219	ARID4A	7568
ENSG00000258658	RP11-517O13.3	399
ENSG00000196860	TOMM20L	620
ENSG00000258378	RP11-517O13.1	436
ENSG00000100575	TIMM9	1500
ENSG00000100578	KIAA0586	7393
ENSG00000252198	Y_RNA	149
ENSG00000258650	HSBP1P1	166
ENSG00000258900	HNRNPCP1	766
ENSG00000239510	RPL9P5	471
ENSG00000165617	DACT1	4490
ENSG00000221427	AL121819.1	95
ENSG00000213598	RP11-112J1.1	376
ENSG00000258734	RP11-112J1.3	498
ENSG00000258583	RP11-112J1.2	1133
ENSG00000258685	CTD-2315A10.2	934
ENSG00000258996	CTD-2315A10.1	348
ENSG00000100592	DAAM1	10712
ENSG00000252869	AL159140.1	129
ENSG00000181619	GPR135	4977
ENSG00000126790	L3HYPDH	3504
ENSG00000258782	RP11-701B16.2	671
ENSG00000050130	JKAMP	4350
ENSG00000151838	CCDC175	3245
ENSG00000139970	RTN1	6209
ENSG00000263629	MIR5586	59
ENSG00000261120	RP11-62H20.1	507
ENSG00000131951	LRRC9	5316
ENSG00000258553	RP11-16B13.1	572
ENSG00000126773	PCNXL4	8718
ENSG00000100612	DHRS7	3248
ENSG00000258896	SCOCP1	349
ENSG00000258563	PSMA3P	635
ENSG00000242135	RPL17P2	451
ENSG00000254718	CTD-2184C24.2	3154
ENSG00000100614	PPM1A	11860
ENSG00000258556	CTD-2568P8.1	338
ENSG00000179008	C14orf39	3464
ENSG00000258427	RBM8B	525
ENSG00000259169	GNRHR2P1	631
ENSG00000258692	SALL4P7	3120
ENSG00000184302	SIX6	2787
ENSG00000258670	RP11-1042B17.3	868
ENSG00000258764	RP11-1042B17.4	255
ENSG00000244756	RP11-1042B17.1	288
ENSG00000241354	RP11-1042B17.2	388
ENSG00000253014	U3	99
ENSG00000258952	RP11-1042B17.5	572
ENSG00000126778	SIX1	5430
ENSG00000100625	SIX4	6658
ENSG00000020426	MNAT1	3865
ENSG00000258445	RP11-307P22.1	618
ENSG00000258892	RP11-193F5.1	200
ENSG00000258485	SRMP2	916
ENSG00000126814	TRMT5	5692
ENSG00000258656	RP11-193F5.4	195
ENSG00000206870	RNU6-398P	109
ENSG00000139974	SLC38A6	5147
ENSG00000027075	PRKCH	8809
ENSG00000252380	SNORD112	72
ENSG00000182107	TMEM30B	4471
ENSG00000247287	RP11-902B17.1	4852
ENSG00000258989	RP11-47I22.4	779
ENSG00000258926	RP11-47I22.1	593
ENSG00000250548	RP11-47I22.2	5148
ENSG00000232774	RP11-47I22.3	2653
ENSG00000258777	HIF1A-AS1	652
ENSG00000100644	HIF1A	5150
ENSG00000258667	HIF1A-AS2	533
ENSG00000258964	RP11-618G20.1	720
ENSG00000023608	SNAPC1	2656
ENSG00000258882	CTD-2277K2.1	1062
ENSG00000258956	COX4I1P1	509
ENSG00000139973	SYT16	3583
ENSG00000258842	RP11-355I22.5	322
ENSG00000258903	RP11-355I22.2	737
ENSG00000259796	RP11-355I22.7	1676
ENSG00000258403	RP11-355I22.6	526
ENSG00000186369	LINC00643	2871
ENSG00000259142	LINC00644	295
ENSG00000270852	RP11-355I22.8	1066
ENSG00000258638	RP11-395B20.2	252
ENSG00000258877	RP11-395B20.1	1605
ENSG00000140015	KCNH5	5205
ENSG00000258995	RP11-1112J20.1	195
ENSG00000259093	RP11-1112J20.2	814
ENSG00000126785	RHOJ	3793
ENSG00000265711	AL049871.1	98
ENSG00000258943	RP11-696D21.2	880
ENSG00000179600	GPHB5	542
ENSG00000154001	PPP2R5E	9188
ENSG00000264995	RN7SL540P	298
ENSG00000252463	RNU6-852P	66
ENSG00000252800	SCARNA20	142
ENSG00000261242	CTD-2302E22.4	1096
ENSG00000205767	CTD-2302E22.1	357
ENSG00000270878	CTD-2302E22.5	1261
ENSG00000140006	WDR89	3208
ENSG00000258800	CTD-2302E22.2	283
ENSG00000258645	HSPE1P2	306
ENSG00000202490	RNU6-597P	102
ENSG00000206822	Y_RNA	112
ENSG00000207172	RNU6-1162P	104
ENSG00000200693	U3	203
ENSG00000126821	SGPP1	3312
ENSG00000258778	RP11-804M7.1	1227
ENSG00000252749	RNU7-116P	62
ENSG00000258411	RP11-804M7.2	137
ENSG00000270912	RPS28P1	187
ENSG00000202182	Y_RNA	102
ENSG00000054654	SYNE2	31405
ENSG00000140009	ESR2	9337
ENSG00000221537	MIR548H1	102
ENSG00000214770	RP11-544I20.2	3311
ENSG00000234911	TEX21P	1476
ENSG00000258809	CTD-2555O16.1	572
ENSG00000271511	RP11-712C19.1	246
ENSG00000100714	MTHFD1	5924
ENSG00000258824	CTD-2555O16.2	550
ENSG00000272909	CTD-2555O16.4	1870
ENSG00000089775	ZBTB25	12229
ENSG00000272828	CTD-2555O16.3	230
ENSG00000179841	AKAP5	7512
ENSG00000126804	ZBTB1	6332
ENSG00000259116	RP11-973N13.4	558
ENSG00000259160	RP11-973N13.5	178
ENSG00000126803	HSPA2	2841
ENSG00000165807	PPP1R36	3093
ENSG00000259076	RP11-973N13.3	432
ENSG00000259010	RP11-973N13.2	1402
ENSG00000126822	PLEKHG3	8555
ENSG00000070182	SPTB	14771
ENSG00000252497	RPPH1-2P	293
ENSG00000258289	CHURC1	5404
ENSG00000257365	FNTB	4203
ENSG00000125954	CHURC1-FNTB	2076
ENSG00000176153	GPX2	1407
ENSG00000139998	RAB15	4379
ENSG00000272158	RP11-840I19.5	443
ENSG00000125952	MAX	4430
ENSG00000264620	AL139022.1	100
ENSG00000266531	MIR4706	82
ENSG00000259118	RP11-840I19.3	1377
ENSG00000222985	RNU2-14P	191
ENSG00000255002	CTD-2509G16.2	1442
ENSG00000258878	CTD-2509G16.3	587
ENSG00000258760	CTD-2509G16.5	1118
ENSG00000258613	RPL21P7	483
ENSG00000214759	CTD-2509G16.1	270
ENSG00000259078	PTBP1P	1601
ENSG00000266740	MIR4708	67
ENSG00000033170	FUT8	6889
ENSG00000180662	RPL21P8	535
ENSG00000207781	MIR625	85
ENSG00000258980	EIF1AXP2	413
ENSG00000258629	CTD-2014B16.1	1479
ENSG00000258960	CTD-2014B16.2	520
ENSG00000258847	CTD-2014B16.3	773
ENSG00000238876	AL391261.1	93
ENSG00000224861	YBX1P1	960
ENSG00000258502	RP11-783L4.1	1214
ENSG00000200860	Y_RNA	109
ENSG00000258561	RP11-72M17.1	1797
ENSG00000196553	LINC00238	1417
ENSG00000171723	GPHN	6007
ENSG00000258796	CTD-2560C21.1	487
ENSG00000258490	RP11-862P13.1	514
ENSG00000172717	FAM71D	4399
ENSG00000258988	RP11-125H8.1	1266
ENSG00000072415	MPP5	8743
ENSG00000100554	ATP6V1D	4251
ENSG00000199755	Y_RNA	109
ENSG00000134001	EIF2S1	5651
ENSG00000100558	PLEK2	1603
ENSG00000265993	MIR5694	76
ENSG00000198133	TMEM229B	6377
ENSG00000054690	PLEKHH1	10817
ENSG00000100564	PIGH	2915
ENSG00000259502	RP11-643G16.3	619
ENSG00000259648	RP11-643G16.4	1698
ENSG00000201529	Y_RNA	114
ENSG00000081181	ARG2	2418
ENSG00000100568	VTI1B	5789
ENSG00000258626	COX7A2P1	315
ENSG00000272253	5S_rRNA	107
ENSG00000258466	RP11-1012A1.4	804
ENSG00000072042	RDH11	5518
ENSG00000139988	RDH12	2356
ENSG00000241542	RN7SL369P	302
ENSG00000258618	RPL21P9	474
ENSG00000072121	ZFYVE26	15706
ENSG00000271697	RP11-1012A1.10	156
ENSG00000252792	U3	108
ENSG00000239820	RN7SL213P	315
ENSG00000258759	RP11-1012A1.7	606
ENSG00000182185	RAD51B	7477
ENSG00000258837	CTD-2566J3.1	537
ENSG00000244677	RN7SL706P	289
ENSG00000243546	RN7SL108P	295
ENSG00000240210	RP11-204K16.1	814
ENSG00000258477	PPIAP6	499
ENSG00000259038	CTD-2325P2.4	279
ENSG00000258623	CTD-2325P2.3	461
ENSG00000242941	CTD-2325P2.2	494
ENSG00000207089	RNU6-921P	107
ENSG00000185650	ZFP36L1	6676
ENSG00000263694	RN7SL224P	254
ENSG00000270975	RP11-723P16.3	447
ENSG00000258565	BLZF2P	1130
ENSG00000072110	ACTN1	10626
ENSG00000258967	HMGN1P3	300
ENSG00000258531	BANF1P1	263
ENSG00000259062	ACTN1-AS1	927
ENSG00000242293	RP11-226F19.1	159
ENSG00000139990	DCAF5	8295
ENSG00000259165	DDX18P1	1992
ENSG00000206768	Y_RNA	102
ENSG00000258957	RP11-363J20.1	2364
ENSG00000081177	EXD2	4601
ENSG00000258520	RP11-363J20.2	578
ENSG00000100626	GALNT16	8235
ENSG00000100632	ERH	1438
ENSG00000029364	SLC39A9	7136
ENSG00000175985	PLEKHD1	5044
ENSG00000244237	RP11-1046B16.1	452
ENSG00000255994	CCDC177	550
ENSG00000267909	CCDC177	2124
ENSG00000100647	KIAA0247	5830
ENSG00000100650	SRSF5	5357
ENSG00000100652	SLC10A1	2049
ENSG00000221060	SNORA11	129
ENSG00000198732	SMOC1	4369
ENSG00000242071	RPL7AP6	813
ENSG00000100678	SLC8A3	8444
ENSG00000258422	RP11-486O13.2	1109
ENSG00000270610	RP11-486O13.3	601
ENSG00000235812	ADAM21P1	2311
ENSG00000259033	RP11-718G2.5	448
ENSG00000133983	COX16	1863
ENSG00000258644	SYNJ2BP-COX16	318
ENSG00000222640	RNU2-51P	197
ENSG00000213463	SYNJ2BP	2096
ENSG00000257759	RP11-486O13.4	565
ENSG00000139985	ADAM21	2664
ENSG00000259158	ADAM20P1	3034
ENSG00000176082	AL357153.1	1947
ENSG00000252263	RNU6-659P	104
ENSG00000134007	ADAM20	2795
ENSG00000133997	MED6	3828
ENSG00000259115	CTD-2540L5.5	611
ENSG00000258951	KRT18P7	1219
ENSG00000245466	CTD-2540L5.6	2941
ENSG00000240837	RN7SL77P	292
ENSG00000133985	TTC9	5217
ENSG00000258689	RP6-65G23.1	602
ENSG00000006432	MAP3K9	12386
ENSG00000259153	RP6-65G23.3	716
ENSG00000258431	RP1-292L20.2	586
ENSG00000100731	PCNX	16715
ENSG00000258930	RP5-1163L11.2	285
ENSG00000258966	RP5-1163L11.3	266
ENSG00000258571	PTTG4P	352
ENSG00000269927	RP6-91H8.3	2129
ENSG00000259907	RP6-91H8.2	651
ENSG00000258517	RP6-91H8.1	721
ENSG00000267901	AC004817.1	432
ENSG00000269945	RP6-91H8.5	3625
ENSG00000259146	RP1-261D10.2	977
ENSG00000197555	SIPA1L1	12412
ENSG00000259079	RP1-261D10.1	397
ENSG00000207444	SNORD56B	71
ENSG00000242330	RN7SL683P	268
ENSG00000266869	RP6-114E22.1	397
ENSG00000182732	RGS6	6351
ENSG00000257040	AC005477.1	2136
ENSG00000200298	Y_RNA	110
ENSG00000258871	RP3-514A23.2	654
ENSG00000205683	DPF3	6868
ENSG00000206751	Y_RNA	108
ENSG00000238972	snoU13	87
ENSG00000119599	DCAF4	5581
ENSG00000176043	RP1-146I3.1	319
ENSG00000259015	RP11-109N23.6	289
ENSG00000239544	RP11-109N23.1	364
ENSG00000165861	ZFYVE1	5306
ENSG00000241487	RN7SL586P	294
ENSG00000258813	RP11-109N23.4	494
ENSG00000119707	RBM25	9375
ENSG00000258448	RP11-109N23.5	511
ENSG00000080815	PSEN1	9947
ENSG00000259109	RP4-687K1.2	242
ENSG00000100767	PAPLN	7699
ENSG00000258376	RP4-647C14.2	1683
ENSG00000252839	RNU6-419P	63
ENSG00000258944	RP4-647C14.3	777
ENSG00000133961	NUMB	10760
ENSG00000251393	RP1-240K6.3	680
ENSG00000187105	HEATR4	4209
ENSG00000170468	AC005280.1	2460
ENSG00000255242	C14orf169	2428
ENSG00000258443	RP3-414A15.11	937
ENSG00000258695	RP3-414A15.2	519
ENSG00000184227	ACOT1	1713
ENSG00000258408	NT5CP2	561
ENSG00000119673	ACOT2	2388
ENSG00000258524	NT5CP1	509
ENSG00000177465	ACOT4	2362
ENSG00000205669	ACOT6	1183
ENSG00000258603	RP3-414A15.10	910
ENSG00000258972	NDUFB8P1	545
ENSG00000119661	DNAL1	8885
ENSG00000251907	RNU6-240P	97
ENSG00000258660	RP4-693M11.3	693
ENSG00000176903	PNMA1	2635
ENSG00000156030	ELMSAN1	13484
ENSG00000264741	MIR4505	73
ENSG00000259065	RP5-1021I20.1	688
ENSG00000238330	snoU13	104
ENSG00000258586	RP5-1021I20.2	1174
ENSG00000270576	RP5-1021I20.7	90
ENSG00000140043	PTGR2	8072
ENSG00000258653	RP5-1021I20.4	3695
ENSG00000223300	Y_RNA	105
ENSG00000119725	ZNF410	6461
ENSG00000258891	RP5-1021I20.5	3953
ENSG00000270140	RP5-1021I20.6	370
ENSG00000199472	Y_RNA	112
ENSG00000156050	FAM161B	5056
ENSG00000119723	COQ6	6682
ENSG00000187097	ENTPD5	10379
ENSG00000119636	CCDC176	4620
ENSG00000259114	AC005484.5	1715
ENSG00000119711	ALDH6A1	6680
ENSG00000205659	LIN52	3690
ENSG00000239910	RN7SL530P	296
ENSG00000258513	RP5-892G5.2	235
ENSG00000119614	VSX2	2995
ENSG00000119688	ABCD4	8769
ENSG00000258559	AC005519.4	1367
ENSG00000133980	VRTN	3736
ENSG00000258737	SUB1P2	266
ENSG00000177776	RPS2P2	601
ENSG00000183379	SYNDIG1L	2612
ENSG00000270000	RP3-449M8.9	431
ENSG00000259005	RP3-449M8.6	589
ENSG00000119655	NPC2	2749
ENSG00000265649	MIR4709	72
ENSG00000258769	RAP1AP	451
ENSG00000165898	ISCA2	3061
ENSG00000119681	LTBP2	9310
ENSG00000258425	CTD-2207P18.1	518
ENSG00000258976	CTD-2207P18.2	717
ENSG00000119682	AREL1	7308
ENSG00000258439	RP11-173A8.2	542
ENSG00000214670	AC007956.1	411
ENSG00000222604	SNORA7	95
ENSG00000119616	FCF1	2818
ENSG00000119596	YLPM1	10749
ENSG00000259606	RP11-316E14.6	696
ENSG00000119608	PROX2	3890
ENSG00000258587	RP11-316E14.2	571
ENSG00000119689	DLST	4550
ENSG00000198208	RPS6KL1	7617
ENSG00000119630	PGF	5962
ENSG00000119718	EIF2B2	2669
ENSG00000258646	RP11-950C14.3	489
ENSG00000119684	MLH3	8363
ENSG00000206924	RNU6-689P	107
ENSG00000119640	ACYP1	1841
ENSG00000119703	ZC2HC1C	3248
ENSG00000119638	NEK9	8021
ENSG00000258978	HIF1AP1	175
ENSG00000259138	RP11-950C14.7	367
ENSG00000170348	TMED10	4540
ENSG00000252013	RNU4ATAC14P	89
ENSG00000258740	RP11-293M10.1	678
ENSG00000258820	RP11-293M10.2	874
ENSG00000170345	FOS	3238
ENSG00000119660	RP11-293M10.4	533
ENSG00000259687	RP11-293M10.5	718
ENSG00000259319	RP11-293M10.6	4059
ENSG00000140044	JDP2	6235
ENSG00000156127	BATF	980
ENSG00000224721	AC007182.6	2159
ENSG00000119686	FLVCR2	4910
ENSG00000242951	RP11-507E23.1	402
ENSG00000201096	RNA5SP387	106
ENSG00000119685	TTLL5	12255
ENSG00000133935	C14orf1	2633
ENSG00000259103	RP11-270M14.4	609
ENSG00000242488	RP11-270M14.1	958
ENSG00000119650	IFT43	4172
ENSG00000119699	TGFB3	4914
ENSG00000258876	RP11-270M14.5	580
ENSG00000258578	RP11-98L12.2	465
ENSG00000089916	GPATCH2L	21987
ENSG00000258454	RP11-361H10.3	520
ENSG00000258402	RP11-516J2.1	520
ENSG00000119715	ESRRB	4084
ENSG00000212061	AC016543.1	84
ENSG00000263880	RN7SL747P	281
ENSG00000259124	RP11-187O7.3	632
ENSG00000271423	CYCSP1	315
ENSG00000242952	RP11-187O7.1	887
ENSG00000258566	RP11-99E15.3	604
ENSG00000258569	RP11-99E15.2	540
ENSG00000071246	VASH1	6498
ENSG00000259081	RP11-488C13.6	954
ENSG00000258610	RP11-488C13.7	721
ENSG00000258301	RP11-488C13.5	1836
ENSG00000013523	ANGEL1	5347
ENSG00000100565	C14orf166B	2305
ENSG00000241081	RP11-488C13.1	374
ENSG00000223174	RN7SKP17	351
ENSG00000259058	RP11-488C13.4	756
ENSG00000258602	RP11-7F17.7	581
ENSG00000266553	RN7SL356P	246
ENSG00000243225	RP11-7F17.1	463
ENSG00000119669	IRF2BPL	4147
ENSG00000246548	RP11-7F17.5	2924
ENSG00000258473	RP11-7F17.4	469
ENSG00000258819	RP11-7F17.3	2793
ENSG00000198894	CIPC	5300
ENSG00000259164	RP11-463C8.4	603
ENSG00000165548	TMEM63C	6363
ENSG00000177108	ZDHHC22	3862
ENSG00000269883	AC007375.1	2314
ENSG00000258552	RP11-463C8.5	578
ENSG00000201384	SNORA32	115
ENSG00000165553	NGB	1884
ENSG00000221754	MIR1260A	73
ENSG00000009830	POMT2	10012
ENSG00000100577	GSTZ1	8477
ENSG00000100580	TMED8	7784
ENSG00000266628	RN7SL137P	288
ENSG00000258510	RP11-493G17.4	494
ENSG00000100583	SAMD15	2616
ENSG00000165555	NOXRED1	2492
ENSG00000268156	FKSG61	375
ENSG00000151445	VIPAS39	3695
ENSG00000100591	AHSA1	2948
ENSG00000212371	SNORA46	153
ENSG00000100593	ISM2	4145
ENSG00000100596	SPTLC2	9143
ENSG00000240233	RN7SL587P	302
ENSG00000258668	COX6CP11	229
ENSG00000100601	ALKBH1	2844
ENSG00000239272	RPL21P10	490
ENSG00000258917	ZMYND19P1	787
ENSG00000119705	SLIRP	2615
ENSG00000100603	SNW1	2432
ENSG00000197734	C14orf178	704
ENSG00000268208	AC008372.1	33
ENSG00000063761	ADCK1	5317
ENSG00000199440	Y_RNA	113
ENSG00000258421	FRDAP	337
ENSG00000199454	RNA5SP388	119
ENSG00000239438	RP11-332E19.1	339
ENSG00000021645	NRXN3	11335
ENSG00000258723	RP11-332E19.2	525
ENSG00000239163	AC007056.1	82
ENSG00000221178	AC008045.1	110
ENSG00000258719	RP11-232C2.3	700
ENSG00000258874	RP11-232C2.2	354
ENSG00000258478	RP11-232C2.1	1079
ENSG00000258829	CTD-2243E23.1	592
ENSG00000258419	RP11-588P7.1	656
ENSG00000258662	RP11-588P7.2	396
ENSG00000259106	RP11-242P2.2	551
ENSG00000258637	RP11-242P2.1	394
ENSG00000258416	RP11-526N18.1	446
ENSG00000211448	DIO2	7500
ENSG00000258766	DIO2-AS1	1597
ENSG00000100629	CEP128	9495
ENSG00000258452	RP11-757H14.2	273
ENSG00000165409	TSHR	5519
ENSG00000258915	RP11-114N19.2	1651
ENSG00000271705	RPL17P3	525
ENSG00000271656	RP11-114N19.5	321
ENSG00000259167	NMNAT1P1	876
ENSG00000258999	RP11-114N19.3	601
ENSG00000165417	GTF2A1	6819
ENSG00000221303	SNORA79	140
ENSG00000205579	DYNLL1P1	270
ENSG00000270343	UNGP3	675
ENSG00000140022	STON2	6675
ENSG00000242163	RP11-299L17.1	401
ENSG00000258605	RP11-299L17.4	270
ENSG00000258675	RP11-299L17.3	637
ENSG00000071537	SEL1L	9559
ENSG00000258977	RP11-799P8.1	1187
ENSG00000258841	RP11-226P1.3	1447
ENSG00000258718	RP11-226P1.2	824
ENSG00000259035	RP11-666E17.1	559
ENSG00000241891	RP11-226P1.1	598
ENSG00000258501	EIF3LP1	1658
ENSG00000238978	snoU13	101
ENSG00000258743	RP11-406A9.2	1754
ENSG00000259032	ENSAP2	352
ENSG00000258683	RP11-11K13.1	539
ENSG00000258600	RP11-452D21.2	744
ENSG00000258426	RP11-452D21.1	448
ENSG00000252369	RNU7-51P	62
ENSG00000238561	RNU6ATAC28P	118
ENSG00000258549	RP11-22K10.1	145
ENSG00000258532	RP11-353P15.1	476
ENSG00000258762	CTD-2320B12.3	766
ENSG00000258923	CTD-2320B12.1	1720
ENSG00000259012	CTD-2320B12.2	670
ENSG00000251895	RNU6-976P	111
ENSG00000258506	RP11-688D15.1	100
ENSG00000271712	RP11-688D15.2	1019
ENSG00000259044	RP11-789A21.1	593
ENSG00000252529	RNU3P3	130
ENSG00000258902	CTD-2128A3.2	558
ENSG00000258814	CTD-2128A3.3	511
ENSG00000259107	LINC00911	558
ENSG00000205562	RP11-497E19.1	1747
ENSG00000258945	RP11-497E19.2	643
ENSG00000185070	FLRT2	9163
ENSG00000258733	CTD-2341M24.1	1563
ENSG00000258912	RP11-1079H9.1	768
ENSG00000258994	RP11-26L16.1	207
